Tanzania	1952	8322925	Africa	41.215	716.6500721
Tanzania	1957	9452826	Africa	42.974	698.5356073
Tanzania	1962	10863958	Africa	44.246	722.0038073
Tanzania	1967	12607312	Africa	45.757	848.2186575
Tanzania	1972	14706593	Africa	47.62	915.9850592
Tanzania	1977	17129565	Africa	49.919	962.4922932
Tanzania	1982	19844382	Africa	50.608	874.2426069
Tanzania	1987	23040630	Africa	51.535	831.8220794
Tanzania	1992	26605473	Africa	50.44	825.682454
Tanzania	1997	30686889	Africa	48.466	789.1862231
Tanzania	2002	34593779	Africa	49.651	899.0742111
Tanzania	2007	38139640	Africa	52.517	1107.482182
