Guinea	1952	2664249	Africa	33.609	510.1964923
Guinea	1957	2876726	Africa	34.558	576.2670245
Guinea	1962	3140003	Africa	35.753	686.3736739
Guinea	1967	3451418	Africa	37.197	708.7595409
Guinea	1972	3811387	Africa	38.842	741.6662307
Guinea	1977	4227026	Africa	40.762	874.6858643
Guinea	1982	4710497	Africa	42.891	857.2503577
Guinea	1987	5650262	Africa	45.552	805.5724718
Guinea	1992	6990574	Africa	48.576	794.3484384
Guinea	1997	8048834	Africa	51.455	869.4497668
Guinea	2002	8807818	Africa	53.676	945.5835837
Guinea	2007	9947814	Africa	56.007	942.6542111
