United Kingdom	1952	50430000	Europe	69.18	9979.508487
United Kingdom	1957	51430000	Europe	70.42	11283.17795
United Kingdom	1962	53292000	Europe	70.76	12477.17707
United Kingdom	1967	54959000	Europe	71.36	14142.85089
United Kingdom	1972	56079000	Europe	72.01	15895.11641
United Kingdom	1977	56179000	Europe	72.76	17428.74846
United Kingdom	1982	56339704	Europe	74.04	18232.42452
United Kingdom	1987	56981620	Europe	75.007	21664.78767
United Kingdom	1992	57866349	Europe	76.42	22705.09254
United Kingdom	1997	58808266	Europe	77.218	26074.53136
United Kingdom	2002	59912431	Europe	78.471	29478.99919
United Kingdom	2007	60776238	Europe	79.425	33203.26128
