Mexico	1952	30144317	Americas	50.789	3478.125529
Mexico	1957	35015548	Americas	55.19	4131.546641
Mexico	1962	41121485	Americas	58.299	4581.609385
Mexico	1967	47995559	Americas	60.11	5754.733883
Mexico	1972	55984294	Americas	62.361	6809.40669
Mexico	1977	63759976	Americas	65.032	7674.929108
Mexico	1982	71640904	Americas	67.405	9611.147541
Mexico	1987	80122492	Americas	69.498	8688.156003
Mexico	1992	88111030	Americas	71.455	9472.384295
Mexico	1997	95895146	Americas	73.67	9767.29753
Mexico	2002	102479927	Americas	74.902	10742.44053
Mexico	2007	108700891	Americas	76.195	11977.57496
