Taiwan	1952	8550362	Asia	58.5	1206.947913
Taiwan	1957	10164215	Asia	62.4	1507.86129
Taiwan	1962	11918938	Asia	65.2	1822.879028
Taiwan	1967	13648692	Asia	67.5	2643.858681
Taiwan	1972	15226039	Asia	69.39	4062.523897
Taiwan	1977	16785196	Asia	70.59	5596.519826
Taiwan	1982	18501390	Asia	72.16	7426.354774
Taiwan	1987	19757799	Asia	73.4	11054.56175
Taiwan	1992	20686918	Asia	74.26	15215.6579
Taiwan	1997	21628605	Asia	75.25	20206.82098
Taiwan	2002	22454239	Asia	76.99	23235.42329
Taiwan	2007	23174294	Asia	78.4	28718.27684
