Chile	1952	6377619	Americas	54.745	3939.978789
Chile	1957	7048426	Americas	56.074	4315.622723
Chile	1962	7961258	Americas	57.924	4519.094331
Chile	1967	8858908	Americas	60.523	5106.654313
Chile	1972	9717524	Americas	63.441	5494.024437
Chile	1977	10599793	Americas	67.052	4756.763836
Chile	1982	11487112	Americas	70.565	5095.665738
Chile	1987	12463354	Americas	72.492	5547.063754
Chile	1992	13572994	Americas	74.126	7596.125964
Chile	1997	14599929	Americas	75.816	10118.05318
Chile	2002	15497046	Americas	77.86	10778.78385
Chile	2007	16284741	Americas	78.553	13171.63885
