Congo, Rep.	1952	854885	Africa	42.111	2125.621418
Congo, Rep.	1957	940458	Africa	45.053	2315.056572
Congo, Rep.	1962	1047924	Africa	48.435	2464.783157
Congo, Rep.	1967	1179760	Africa	52.04	2677.939642
Congo, Rep.	1972	1340458	Africa	54.907	3213.152683
Congo, Rep.	1977	1536769	Africa	55.625	3259.178978
Congo, Rep.	1982	1774735	Africa	56.695	4879.507522
Congo, Rep.	1987	2064095	Africa	57.47	4201.194937
Congo, Rep.	1992	2409073	Africa	56.433	4016.239529
Congo, Rep.	1997	2800947	Africa	52.962	3484.164376
Congo, Rep.	2002	3328795	Africa	52.97	3484.06197
Congo, Rep.	2007	3800610	Africa	55.322	3632.557798
