Israel	1952	1620914	Asia	65.39	4086.522128
Israel	1957	1944401	Asia	67.84	5385.278451
Israel	1962	2310904	Asia	69.39	7105.630706
Israel	1967	2693585	Asia	70.75	8393.741404
Israel	1972	3095893	Asia	71.63	12786.93223
Israel	1977	3495918	Asia	73.06	13306.61921
Israel	1982	3858421	Asia	74.45	15367.0292
Israel	1987	4203148	Asia	75.6	17122.47986
Israel	1992	4936550	Asia	76.93	18051.52254
Israel	1997	5531387	Asia	78.269	20896.60924
Israel	2002	6029529	Asia	79.696	21905.59514
Israel	2007	6426679	Asia	80.745	25523.2771
