Singapore	1952	1127000	Asia	60.396	2315.138227
Singapore	1957	1445929	Asia	63.179	2843.104409
Singapore	1962	1750200	Asia	65.798	3674.735572
Singapore	1967	1977600	Asia	67.946	4977.41854
Singapore	1972	2152400	Asia	69.521	8597.756202
Singapore	1977	2325300	Asia	70.795	11210.08948
Singapore	1982	2651869	Asia	71.76	15169.16112
Singapore	1987	2794552	Asia	73.56	18861.53081
Singapore	1992	3235865	Asia	75.788	24769.8912
Singapore	1997	3802309	Asia	77.158	33519.4766
Singapore	2002	4197776	Asia	78.77	36023.1054
Singapore	2007	4553009	Asia	79.972	47143.17964
