Malaysia	1952	6748378	Asia	48.463	1831.132894
Malaysia	1957	7739235	Asia	52.102	1810.066992
Malaysia	1962	8906385	Asia	55.737	2036.884944
Malaysia	1967	10154878	Asia	59.371	2277.742396
Malaysia	1972	11441462	Asia	63.01	2849.09478
Malaysia	1977	12845381	Asia	65.256	3827.921571
Malaysia	1982	14441916	Asia	68	4920.355951
Malaysia	1987	16331785	Asia	69.5	5249.802653
Malaysia	1992	18319502	Asia	70.693	7277.912802
Malaysia	1997	20476091	Asia	71.938	10132.90964
Malaysia	2002	22662365	Asia	73.044	10206.97794
Malaysia	2007	24821286	Asia	74.241	12451.6558
