Jordan	1952	607914	Asia	43.158	1546.907807
Jordan	1957	746559	Asia	45.669	1886.080591
Jordan	1962	933559	Asia	48.126	2348.009158
Jordan	1967	1255058	Asia	51.629	2741.796252
Jordan	1972	1613551	Asia	56.528	2110.856309
Jordan	1977	1937652	Asia	61.134	2852.351568
Jordan	1982	2347031	Asia	63.739	4161.415959
Jordan	1987	2820042	Asia	65.869	4448.679912
Jordan	1992	3867409	Asia	68.015	3431.593647
Jordan	1997	4526235	Asia	69.772	3645.379572
Jordan	2002	5307470	Asia	71.263	3844.917194
Jordan	2007	6053193	Asia	72.535	4519.461171
