Italy	1952	47666000	Europe	65.94	4931.404155
Italy	1957	49182000	Europe	67.81	6248.656232
Italy	1962	50843200	Europe	69.24	8243.58234
Italy	1967	52667100	Europe	71.06	10022.40131
Italy	1972	54365564	Europe	72.19	12269.27378
Italy	1977	56059245	Europe	73.48	14255.98475
Italy	1982	56535636	Europe	74.98	16537.4835
Italy	1987	56729703	Europe	76.42	19207.23482
Italy	1992	56840847	Europe	77.44	22013.64486
Italy	1997	57479469	Europe	78.82	24675.02446
Italy	2002	57926999	Europe	80.24	27968.09817
Italy	2007	58147733	Europe	80.546	28569.7197
