Canada	1952	14785584	Americas	68.75	11367.16112
Canada	1957	17010154	Americas	69.96	12489.95006
Canada	1962	18985849	Americas	71.3	13462.48555
Canada	1967	20819767	Americas	72.13	16076.58803
Canada	1972	22284500	Americas	72.88	18970.57086
Canada	1977	23796400	Americas	74.21	22090.88306
Canada	1982	25201900	Americas	75.76	22898.79214
Canada	1987	26549700	Americas	76.86	26626.51503
Canada	1992	28523502	Americas	77.95	26342.88426
Canada	1997	30305843	Americas	78.61	28954.92589
Canada	2002	31902268	Americas	79.77	33328.96507
Canada	2007	33390141	Americas	80.653	36319.23501
