Nepal	1952	9182536	Asia	36.157	545.8657229
Nepal	1957	9682338	Asia	37.686	597.9363558
Nepal	1962	10332057	Asia	39.393	652.3968593
Nepal	1967	11261690	Asia	41.472	676.4422254
Nepal	1972	12412593	Asia	43.971	674.7881296
Nepal	1977	13933198	Asia	46.748	694.1124398
Nepal	1982	15796314	Asia	49.594	718.3730947
Nepal	1987	17917180	Asia	52.537	775.6324501
Nepal	1992	20326209	Asia	55.727	897.7403604
Nepal	1997	23001113	Asia	59.426	1010.892138
Nepal	2002	25873917	Asia	61.34	1057.206311
Nepal	2007	28901790	Asia	63.785	1091.359778
