Djibouti	1952	63149	Africa	34.812	2669.529475
Djibouti	1957	71851	Africa	37.328	2864.969076
Djibouti	1962	89898	Africa	39.693	3020.989263
Djibouti	1967	127617	Africa	42.074	3020.050513
Djibouti	1972	178848	Africa	44.366	3694.212352
Djibouti	1977	228694	Africa	46.519	3081.761022
Djibouti	1982	305991	Africa	48.812	2879.468067
Djibouti	1987	311025	Africa	50.04	2880.102568
Djibouti	1992	384156	Africa	51.604	2377.156192
Djibouti	1997	417908	Africa	53.157	1895.016984
Djibouti	2002	447416	Africa	53.373	1908.260867
Djibouti	2007	496374	Africa	54.791	2082.481567
