Australia	1952	8691212	Oceania	69.12	10039.59564
Australia	1957	9712569	Oceania	70.33	10949.64959
Australia	1962	10794968	Oceania	70.93	12217.22686
Australia	1967	11872264	Oceania	71.1	14526.12465
Australia	1972	13177000	Oceania	71.93	16788.62948
Australia	1977	14074100	Oceania	73.49	18334.19751
Australia	1982	15184200	Oceania	74.74	19477.00928
Australia	1987	16257249	Oceania	76.32	21888.88903
Australia	1992	17481977	Oceania	77.56	23424.76683
Australia	1997	18565243	Oceania	78.83	26997.93657
Australia	2002	19546792	Oceania	80.37	30687.75473
Australia	2007	20434176	Oceania	81.235	34435.36744
