Jamaica	1952	1426095	Americas	58.53	2898.530881
Jamaica	1957	1535090	Americas	62.61	4756.525781
Jamaica	1962	1665128	Americas	65.61	5246.107524
Jamaica	1967	1861096	Americas	67.51	6124.703451
Jamaica	1972	1997616	Americas	69	7433.889293
Jamaica	1977	2156814	Americas	70.11	6650.195573
Jamaica	1982	2298309	Americas	71.21	6068.05135
Jamaica	1987	2326606	Americas	71.77	6351.237495
Jamaica	1992	2378618	Americas	71.766	7404.923685
Jamaica	1997	2531311	Americas	72.262	7121.924704
Jamaica	2002	2664659	Americas	72.047	6994.774861
Jamaica	2007	2780132	Americas	72.567	7320.880262
