Madagascar	1952	4762912	Africa	36.681	1443.011715
Madagascar	1957	5181679	Africa	38.865	1589.20275
Madagascar	1962	5703324	Africa	40.848	1643.38711
Madagascar	1967	6334556	Africa	42.881	1634.047282
Madagascar	1972	7082430	Africa	44.851	1748.562982
Madagascar	1977	8007166	Africa	46.881	1544.228586
Madagascar	1982	9171477	Africa	48.969	1302.878658
Madagascar	1987	10568642	Africa	49.35	1155.441948
Madagascar	1992	12210395	Africa	52.214	1040.67619
Madagascar	1997	14165114	Africa	54.978	986.2958956
Madagascar	2002	16473477	Africa	57.286	894.6370822
Madagascar	2007	19167654	Africa	59.443	1044.770126
