Burundi	1952	2445618	Africa	39.031	339.2964587
Burundi	1957	2667518	Africa	40.533	379.5646281
Burundi	1962	2961915	Africa	42.045	355.2032273
Burundi	1967	3330989	Africa	43.548	412.9775136
Burundi	1972	3529983	Africa	44.057	464.0995039
Burundi	1977	3834415	Africa	45.91	556.1032651
Burundi	1982	4580410	Africa	47.471	559.603231
Burundi	1987	5126023	Africa	48.211	621.8188189
Burundi	1992	5809236	Africa	44.736	631.6998778
Burundi	1997	6121610	Africa	45.326	463.1151478
Burundi	2002	7021078	Africa	47.36	446.4035126
Burundi	2007	8390505	Africa	49.58	430.0706916
