Finland	1952	4090500	Europe	66.55	6424.519071
Finland	1957	4324000	Europe	67.49	7545.415386
Finland	1962	4491443	Europe	68.75	9371.842561
Finland	1967	4605744	Europe	69.83	10921.63626
Finland	1972	4639657	Europe	70.87	14358.8759
Finland	1977	4738902	Europe	72.52	15605.42283
Finland	1982	4826933	Europe	74.55	18533.15761
Finland	1987	4931729	Europe	74.83	21141.01223
Finland	1992	5041039	Europe	75.7	20647.16499
Finland	1997	5134406	Europe	77.13	23723.9502
Finland	2002	5193039	Europe	78.37	28204.59057
Finland	2007	5238460	Europe	79.313	33207.0844
