Iceland	1952	147962	Europe	72.49	7267.688428
Iceland	1957	165110	Europe	73.47	9244.001412
Iceland	1962	182053	Europe	73.68	10350.15906
Iceland	1967	198676	Europe	73.73	13319.89568
Iceland	1972	209275	Europe	74.46	15798.06362
Iceland	1977	221823	Europe	76.11	19654.96247
Iceland	1982	233997	Europe	76.99	23269.6075
Iceland	1987	244676	Europe	77.23	26923.20628
Iceland	1992	259012	Europe	78.77	25144.39201
Iceland	1997	271192	Europe	78.95	28061.09966
Iceland	2002	288030	Europe	80.5	31163.20196
Iceland	2007	301931	Europe	81.757	36180.78919
