France	1952	42459667	Europe	67.41	7029.809327
France	1957	44310863	Europe	68.93	8662.834898
France	1962	47124000	Europe	70.51	10560.48553
France	1967	49569000	Europe	71.55	12999.91766
France	1972	51732000	Europe	72.38	16107.19171
France	1977	53165019	Europe	73.83	18292.63514
France	1982	54433565	Europe	74.89	20293.89746
France	1987	55630100	Europe	76.34	22066.44214
France	1992	57374179	Europe	77.46	24703.79615
France	1997	58623428	Europe	78.64	25889.78487
France	2002	59925035	Europe	79.59	28926.03234
France	2007	61083916	Europe	80.657	30470.0167
